Achromobacter_insuavis	GCF_000219745.1_ASM21974v1_genomic
Streptococcus_australis	GCF_000186465.1_ASM18646v1_genomic
Streptococcus_azizii	GCF_001984705.1_ASM198470v1_genomic
Streptococcus_caballi	GCF_000379985.1_ASM37998v1_genomic
Streptococcus_canis	GCF_000268305.3_ASM26830v2_genomic
Streptococcus_castoreus	GCF_000425025.1_ASM42502v1_genomic
Streptococcus_constellatus	GCF_000463395.1_ASM46339v1_genomic
Streptococcus_criceti	GCF_000187975.2_ASM18797v3_genomic
Streptococcus_cristatus	GCF_000385925.1_ASM38592v1_genomic
Streptococcus_cuniculi	GCF_001921845.1_ASM192184v1_genomic
Streptococcus_devriesei	GCF_000423725.1_ASM42372v1_genomic
Streptococcus_didelphis	GCF_000380005.1_ASM38000v1_genomic
Streptococcus_downei	GCF_000180055.1_ASM18005v1_genomic
Streptococcus_dysgalactiae	GCF_000317855.1_ASM31785v1_genomic
Streptococcus_entericus	GCF_000380025.1_ASM38002v1_genomic
Streptococcus_equi	GCF_000026605.1_ASM2660v1_genomic
Streptococcus_equinus	GCF_000964315.1_ASM96431v1_genomic
Streptococcus_ferus	GCF_000372425.1_ASM37242v1_genomic
Streptococcus_gallolyticus	GCF_002000985.1_ASM200098v1_genomic
Streptococcus_gordonii	GCF_000017005.1_ASM1700v1_genomic
Streptococcus_halotolerans	GCF_001598035.1_ASM159803v1_genomic
Streptococcus_henryi	GCF_000376985.1_ASM37698v1_genomic
Streptococcus_himalayensis	GCF_001708305.1_ASM170830v1_genomic
Streptococcus_hongkongensis	GCF_000785845.1_CAIM1895T_spades_scaffold_genomic
Streptococcus_hyovaginalis	GCF_000420785.1_ASM42078v1_genomic
Streptococcus_ictaluri	GCF_000188015.2_ASM18801v3_genomic
Streptococcus_infantarius	GCF_001477615.1_ASM147761v1_genomic
Streptococcus_infantis	GCF_000223255.1_ASM22325v2_genomic
Streptococcus_iniae	GCF_000831485.1_ASM83148v1_genomic
Streptococcus_intermedius	GCF_000463355.1_ASM46335v1_genomic
Streptococcus_lutetiensis	GCF_000441535.1_ASM44153v1_genomic
Streptococcus_macacae	GCF_000187995.2_ASM18799v3_genomic
Streptococcus_macedonicus	GCF_000283635.1_ASM28363v1_genomic
Streptococcus_marimammalium	GCF_000380045.1_ASM38004v1_genomic
Streptococcus_marmotae	GCF_001623565.1_ASM162356v1_genomic
Streptococcus_massiliensis	GCF_000380065.1_ASM38006v1_genomic
Streptococcus_merionis	GCF_900187085.1_50624_E01_genomic
Streptococcus_minor	GCF_000377005.1_ASM37700v1_genomic
Streptococcus_mitis	GCF_000027165.1_ASM2716v1_genomic
Streptococcus_mutans	GCF_000007465.2_ASM746v2_genomic
Streptococcus_oralis	GCF_000253155.1_ASM25315v1_genomic
Streptococcus_orisasini	GCF_001431045.1_ASM143104v1_genomic
Streptococcus_orisratti	GCF_000380105.1_ASM38010v1_genomic
Streptococcus_ovis	GCF_000380125.1_ASM38012v1_genomic
Streptococcus_pantholopis	GCF_001642085.1_ASM164208v1_genomic
Streptococcus_parasanguinis	GCF_000164675.2_ASM16467v2_genomic
Streptococcus_parauberis	GCF_000213825.1_ASM21382v1_genomic
Streptococcus_pasteurianus	GCF_000270165.1_ASM27016v1_genomic
Streptococcus_peroris	GCF_000187585.1_ASM18758v1_genomic
Streptococcus_phocae	GCF_001302265.1_ASM130226v1_genomic
Streptococcus_plurextorum	GCF_000423745.1_ASM42374v1_genomic
Streptococcus_pneumoniae	GCF_000007045.1_ASM704v1_genomic
Streptococcus_porci	GCF_000423765.1_ASM42376v1_genomic
Streptococcus_porcinus	GCF_000187955.1_ASM18795v2_genomic
Streptococcus_pseudopneumoniae	GCF_000221985.1_ASM22198v1_genomic
Streptococcus_pseudoporcinus	GCF_000188035.1_ASM18803v3_genomic
Streptococcus_pyogenes	GCF_000006785.2_ASM678v2_genomic
Streptococcus_ratti	GCF_000286075.1_ASM28607v1_genomic
Streptococcus_salivarius	GCF_000785515.1_ASM78551v1_genomic
Streptococcus_sanguinis	GCF_000014205.1_ASM1420v1_genomic
Streptococcus_sinensis	GCF_000767835.1_ASM76783v1_genomic
Streptococcus_sobrinus	GCF_002266475.1_ASM226647v1_genomic
Streptococcus_suis	GCF_000018185.1_ASM1818v1_genomic
Streptococcus_thermophilus	GCF_000253395.1_ASM25339v1_genomic
Streptococcus_thoraltensis	GCF_000380145.1_ASM38014v1_genomic
Streptococcus_timonensis	GCF_900095845.1_PRJEB15309_genomic
Streptococcus_troglodytae	GCA_002355215.1_ASM235521v1_genomic
Streptococcus_uberis	GCF_000009545.1_ASM954v1_genomic
Streptococcus_urinalis	GCF_000188055.2_ASM18805v3_genomic
Streptococcus_varani	GCF_001375655.1_PRJEB8936_assembly_1_genomic
Streptococcus_vestibularis	GCF_001657915.1_ASM165791v1_genomic
Streptomyces_abyssalis	GCF_001751365.1_ASM175136v1_genomic
Streptomyces_achromogenes	GCF_000720835.1_ASM72083v1_genomic
Streptomyces_acidiscabies	GCF_001189015.1_ASM118901v1_genomic
Streptomyces_afghaniensis	GCF_000415505.1_STAFG_genomic
Streptomyces_africanus	GCF_002150735.1_ASM215073v1_genomic
Streptomyces_agglomeratus	GCF_001746485.1_ASM174648v1_genomic
Streptomyces_ahygroscopicus	GCF_000935185.2_ASM93518v2_genomic
Streptomyces_aidingensis	GCF_900112355.1_IMG-taxon_2675903061_annotated_assembly_genomic
Streptomyces_albidoflavus	GCF_001865795.1_ASM186579v1_genomic
Streptomyces_albireticuli	GCF_002192455.1_ASM219245v1_genomic
Streptomyces_albofaciens	GCA_001315345.1_ASM131534v1_genomic
Streptomyces_alboflavus	GCF_002189675.1_ASM218967v1_genomic
Streptomyces_alboniger	GCF_001507305.1_ASM150730v1_genomic
Streptomyces_alboverticillatus	GCF_002150845.1_ASM215084v1_genomic
Streptomyces_albovinaceus	GCF_002154385.1_ASM215438v1_genomic
Streptomyces_alboviridis	GCF_000716935.1_ASM71693v1_genomic
Streptomyces_albulus	GCF_000963515.1_ASM96351v1_genomic
Streptomyces_albus	GCF_000827005.1_ASM82700v1_genomic
Streptomyces_almquistii	GCF_001418125.1_ASM141812v1_genomic
Streptomyces_alni	GCF_900112845.1_IMG-taxon_2667527403_annotated_assembly_genomic
Streptomyces_ambofaciens	GCF_001632865.1_ASM163286v1_genomic
Streptomyces_amritsarensis	GCF_001953875.1_ASM195387v1_genomic
Streptomyces_anandii	GCA_001315445.1_ASM131544v1_genomic
Streptomyces_angustmyceticus	GCF_002154415.1_ASM215441v1_genomic
Streptomyces_antibioticus	GCF_002019855.1_ASM201985v1_genomic
Streptomyces_antioxidans	GCF_000968685.2_ASM96868v2_genomic
Streptomyces_anulatus	GCF_001434355.1_ASM143435v1_genomic
Streptomyces_atratus	GCF_000745675.1_ASM74567v1_genomic
Streptomyces_atriruber	GCF_001418325.1_ASM141832v1_genomic
Streptomyces_atroolivaceus	GCF_000717025.1_ASM71702v1_genomic
Streptomyces_aurantiacus	GCF_001418335.1_ASM141833v1_genomic
Streptomyces_auratus	GCF_000280865.1_ASM28086v1_genomic
Streptomyces_aureocirculatus	GCF_000725745.1_Doro.v1.0_genomic
Streptomyces_aureus	GCF_000725495.1_Doro.v1.0_genomic
Streptomyces_autolyticus	GCF_001983975.1_ASM198397v1_genomic
Streptomyces_avellaneus	GCF_000721255.1_ASM72125v1_genomic
Streptomyces_avermitilis	GCF_000009765.2_ASM976v2_genomic
Streptomyces_avicenniae	GCF_000719135.1_ASM71913v1_genomic
Streptomyces_azureus	GCF_001270025.1_Sazu_1.0_genomic
Streptomyces_baarnensis	GCF_000716025.1_ASM71602v1_genomic
Streptomyces_bicolor	GCF_000719285.1_ASM71928v1_genomic
Streptomyces_bikiniensis	GCF_000718595.1_ASM71859v1_genomic
Streptomyces_bingchenggensis	GCF_000092385.1_ASM9238v1_genomic
Streptomyces_bobili	GCF_002154575.1_ASM215457v1_genomic
Streptomyces_bottropensis	GCF_000383595.1_ASM38359v1_genomic
Streptomyces_brasiliensis	GCF_000717015.1_ASM71701v1_genomic
Streptomyces_bungoensis	GCF_001514215.1_ASM151421v1_genomic
Streptomyces_caatingaensis	GCF_001187435.1_ASM118743v1_genomic
Streptomyces_cacaoi	GCF_002154495.1_ASM215449v1_genomic
Streptomyces_caelestis	GCF_001279005.1_ASM127900v1_genomic
Streptomyces_caeruleatus	GCF_001514235.1_ASM151423v1_genomic
Streptomyces_californicus	GCF_000718245.1_ASM71824v1_genomic
Streptomyces_canus	GCF_001517125.1_ASM151712v1_genomic
Streptomyces_capuensis	GCF_000716845.1_ASM71684v1_genomic
Streptomyces_carpinensis	GCF_002154505.1_ASM215450v1_genomic
Streptomyces_castelarensis	GCF_002154275.1_ASM215427v1_genomic
Streptomyces_catenulae	GCF_000718015.1_ASM71801v1_genomic
Streptomyces_cattleya	GCF_000240165.1_ASM24016v1_genomic
Streptomyces_cellostaticus	GCF_001513965.1_ASM151396v1_genomic
Streptomyces_celluloflavus	GCF_000720995.1_ASM72099v1_genomic
Streptomyces_cellulosae	GCF_000721105.1_ASM72110v1_genomic
Streptomyces_chartreusis	GCF_000226455.1_ASM22645v1_genomic
Streptomyces_chattanoogensis	GCF_001294335.1_ASM129433v1_genomic
Streptomyces_chilikensis	GCA_001642695.1_ASM164269v1_genomic
Streptomyces_chrestomyceticus	GCA_001315465.1_ASM131546v1_genomic
Streptomyces_cinnabarinus	GCA_000715615.1_ASM71561v1_genomic
Streptomyces_cinnamoneus	GCF_001885705.1_ASM188570v1_genomic
Streptomyces_ciscaucasicus	GCF_001514045.1_ASM151404v1_genomic
Streptomyces_clavuligerus	GCF_001693675.1_ASM169367v1_genomic
Streptomyces_coelicoflavus	GCF_000241835.1_ASM24183v2_genomic
Streptomyces_coelicolor	GCF_000203835.1_ASM20383v1_genomic
Streptomyces_collinus	GCF_000444875.1_ASM44487v1_genomic
Streptomyces_corchorusii	GCF_001514055.1_ASM151405v1_genomic
Streptomyces_curacoi	GCF_001513975.1_ASM151397v1_genomic
Streptomyces_cyaneofuscatus	GCF_000718135.1_ASM71813v1_genomic
Streptomyces_cyaneogriseus	GCF_000931445.1_ASM93144v1_genomic
Streptomyces_davawensis	GCF_000349325.1_ASM34932v1_genomic
Streptomyces_decoyicus	GCF_000715775.1_ASM71577v1_genomic
Streptomyces_diastatochromogenes	GCF_002242805.1_ASM224280v1_genomic
Streptomyces_drozdowiczii	GCA_001313325.1_ASM131332v1_genomic
Streptomyces_durhamensis	GCF_000725475.1_Doro.v1.0_genomic
Streptomyces_endus	GCF_001553475.1_ASM155347v1_genomic
Streptomyces_erythrochromogenes	GCF_000725555.1_Doro.v1.0_genomic
Streptomyces_europaeiscabiei	GCF_001189025.1_ASM118902v1_genomic
Streptomyces_exfoliatus	GCF_000725545.1_Doro.v1.0_genomic
Streptomyces_fimicarius	GCF_002154345.1_ASM215434v1_genomic
Streptomyces_flaveolus	GCF_000716535.1_ASM71653v1_genomic
Streptomyces_flaveus	GCA_000715945.1_ASM71594v1_genomic
Streptomyces_flavidovirens	GCF_000429085.1_ASM42908v1_genomic
Streptomyces_flavochromogenes	GCF_000717595.1_ASM71759v1_genomic
Streptomyces_flavotricini	GCF_000715705.1_ASM71570v1_genomic
Streptomyces_flavovariabilis	GCF_000725785.1_Doro.v1.0_genomic
Streptomyces_flavovirens	GCF_000720395.1_ASM72039v1_genomic
Streptomyces_flocculus	GCF_001418505.1_ASM141850v1_genomic
Streptomyces_floridae	GCF_000717665.1_ASM71766v1_genomic
Streptomyces_fradiae	GCF_000700005.1_ASM70000v1_genomic
Streptomyces_fulvissimus	GCF_000385945.1_ASM38594v1_genomic
Streptomyces_fulvoviolaceus	GCF_000718165.1_ASM71816v1_genomic
Streptomyces_fulvoviridis	GCF_000717065.1_ASM71706v1_genomic
Streptomyces_galbus	GCF_000772895.1_ASM77289v1_genomic
Streptomyces_gancidicus	GCF_000342345.1_Whole_genome_assembly_genomic
Streptomyces_ghanaensis	GCF_000156435.1_ASM15643v1_genomic
Streptomyces_gibsonii	GCF_001418545.1_ASM141854v1_genomic
Streptomyces_gilvigriseus	GCF_001879105.1_ASM187910v1_genomic
Streptomyces_gilvosporeus	GCF_002082195.1_ASM208219v1_genomic
Streptomyces_glaucescens	GCF_000761215.1_ASM76121v1_genomic
Streptomyces_glauciniger	GCF_900188405.1_IMG-taxon_2671180020_annotated_assembly_genomic
Streptomyces_globisporus	GCF_000261345.2_ASM26134v2_genomic
Streptomyces_graminilatus	GCF_001418565.1_ASM141856v1_genomic
Streptomyces_graminis	GCF_000716525.1_ASM71652v1_genomic
Streptomyces_griseoaurantiacus	GCF_000204605.1_ASM20460v1_genomic
Streptomyces_griseochromogenes	GCF_001542625.1_ASM154262v2_genomic
Streptomyces_griseoflavus	GCF_000158975.1_ASM15897v1_genomic
Streptomyces_griseofuscus	GCF_002114065.1_ASM211406v1_genomic
Streptomyces_griseolus	GCF_000721185.1_ASM72118v1_genomic
Streptomyces_griseoluteus	GCF_000717735.1_ASM71773v1_genomic
Streptomyces_griseoplanus	GCF_001418575.1_ASM141857v1_genomic
Streptomyces_griseorubens	GCF_000709915.1_JSD_genomic
Streptomyces_griseoruber	GCF_001514205.1_ASM151420v1_genomic
Streptomyces_griseorubiginosus	GCF_001514195.1_ASM151419v1_genomic
Streptomyces_griseus	GCF_000010605.1_ASM1060v1_genomic
Streptomyces_guanduensis	GCF_900103985.1_IMG-taxon_2667527439_annotated_assembly_genomic
Streptomyces_halstedii	GCF_000720535.1_ASM72053v1_genomic
Streptomyces_harbinensis	GCF_900116145.1_IMG-taxon_2675903139_annotated_assembly_genomic
Streptomyces_himastatinicus	GCF_000158915.1_ASM15891v1_genomic
Streptomyces_hirsutus	GCF_001418415.1_ASM141841v1_genomic
Streptomyces_hokutonensis	GCF_000376565.1_ASM37656v1_genomic
Streptomyces_humi	GCF_001005085.2_ASM100508v2_genomic
Streptomyces_hyaluromycini	GCF_002217755.1_ASM221775v1_genomic
Streptomyces_hygroscopicus	GCF_002021875.1_ASM202187v1_genomic
Streptomyces_iakyrus	GCF_000717055.1_ASM71705v1_genomic
Streptomyces_incarnatus	GCA_001027185.1_ASM102718v1_genomic
Streptomyces_indicus	GCF_900100315.1_IMG-taxon_2675903130_annotated_assembly_genomic
Streptomyces_ipomoeae	GCF_000317595.1_Sipom9103v1.0_genomic
Streptomyces_iranensis	GCF_000938975.1_Siranensis_genomic
Streptomyces_jeddahensis	GCF_001642995.1_ASM164299v1_genomic
Streptomyces_jietaisiensis	GCF_900102095.1_IMG-taxon_2667527442_annotated_assembly_genomic
Streptomyces_kanamyceticus	GCF_001418465.1_ASM141846v1_genomic
Streptomyces_kanasensis	GCF_001484625.1_ASM148462v1_genomic
Streptomyces_kasugaensis	GCF_002261115.1_ASM226111v1_genomic
Streptomyces_katrae	GCF_002028425.1_ASM202842v1_genomic
Streptomyces_kebangsaanensis	GCF_001906585.1_ASM190658v1_genomic
Streptomyces_laurentii	GCA_002355495.1_ASM235549v1_genomic
Streptomyces_lavendulae	GCF_000718705.1_ASM71870v1_genomic
Streptomyces_lavenduligriseus	GCF_000718625.1_ASM71862v1_genomic
Streptomyces_leeuwenhoekii	GCF_001013905.1_sleC34_genomic
Streptomyces_lilacinus	GCA_000715685.1_ASM71568v1_genomic
Streptomyces_lincolnensis	GCF_001685355.1_ASM168535v1_genomic
Streptomyces_lividans	GCF_000739105.1_ASM73910v1_genomic
Streptomyces_longwoodensis	GCF_001514125.1_ASM151412v1_genomic
Streptomyces_lucensis	GCA_001315365.1_ASM131536v1_genomic
Streptomyces_luridiscabiei	GCF_001418625.1_ASM141862v1_genomic
Streptomyces_lushanensis	GCF_001700515.1_ASM170051v1_genomic
Streptomyces_luteocolor	GCF_001748305.1_ASM174830v1_genomic
Streptomyces_luteus	GCF_000739045.1_ASM73904v1_genomic
Streptomyces_lydicus	GCF_001729485.1_ASM172948v1_genomic
Streptomyces_lysosuperificus	GCA_000226415.1_ASM22641v1_genomic
Streptomyces_malaysiense	GCF_000980885.2_ASM98088v2_genomic
Streptomyces_mangrovisoli	GCF_000974985.2_ASM97498v2_genomic
Streptomyces_mediolani	GCF_000721685.1_ASM72168v1_genomic
Streptomyces_megasporus	GCF_000718985.1_ASM71898v1_genomic
Streptomyces_melanosporofaciens	GCF_900105695.1_IMG-taxon_2634166371_annotated_assembly_genomic
Streptomyces_mexicanus	GCA_001313875.1_ASM131387v1_genomic
Streptomyces_milbemycinicus	GCF_002154605.1_ASM215460v1_genomic
Streptomyces_minutiscleroticus	GCA_001700545.1_ASM170054v1_genomic
Streptomyces_mirabilis	GCF_000745715.1_ASM74571v1_genomic
Streptomyces_misionensis	GCF_900104815.1_IMG-taxon_2634166373_annotated_assembly_genomic
Streptomyces_mobaraensis	GCF_000342125.1_S.mobaraensisn_1.0_genomic
Streptomyces_monomycini	GCF_000715845.1_ASM71584v1_genomic
Streptomyces_murinus	GCF_002154555.1_ASM215455v1_genomic
Streptomyces_mutomycini	GCF_001700505.1_ASM170050v1_genomic
Streptomyces_naganishii	GCA_001315425.1_ASM131542v1_genomic
Streptomyces_nanshensis	GCF_001753705.1_ASM175370v1_genomic
Streptomyces_natalensis	GCF_000935125.1_SNA_1.0_genomic
Streptomyces_neyagawaensis	GCF_001418645.1_ASM141864v1_genomic
Streptomyces_niger	GCF_000718305.1_ASM71830v1_genomic
Streptomyces_niveiscabiei	GCF_001419795.1_ASM141979v1_genomic
Streptomyces_niveus	GCF_002009175.1_ASM200917v1_genomic
Streptomyces_nodosus	GCF_000819545.1_ASM81954v1_genomic
Streptomyces_noursei	GCF_001704275.1_ASM170427v1_genomic
Streptomyces_novaecaesareae	GCF_000716875.1_ASM71687v1_genomic
Streptomyces_oceani	GCF_001751245.1_ASM175124v1_genomic
Streptomyces_ochraceiscleroticus	GCF_000720485.1_ASM72048v1_genomic
Streptomyces_olindensis	GCF_000696115.1_SoWt_assembly_genomic
Streptomyces_olivaceus	GCF_000716815.1_ASM71681v1_genomic
Streptomyces_olivochromogenes	GCF_001514115.1_ASM151411v1_genomic
Streptomyces_ossamyceticus	GCF_001418475.1_ASM141847v1_genomic
Streptomyces_pactum	GCF_001767375.1_ASM176737v1_genomic
Streptomyces_parvulus	GCF_001660045.1_ASM166004v1_genomic
Streptomyces_pathocidini	GCF_001418495.1_ASM141849v1_genomic
Streptomyces_paucisporeus	GCF_900142575.1_IMG-taxon_2667527448_annotated_assembly_genomic
Streptomyces_peruviensis	GCF_000716165.1_ASM71616v1_genomic
Streptomyces_peucetius	GCF_000725565.1_Doro.v1.0_genomic
Streptomyces_phaeochromogenes	GCF_001418655.1_ASM141865v1_genomic
Streptomyces_phaeofaciens	GCA_001315485.1_ASM131548v1_genomic
Streptomyces_phaeoluteigriseus	GCF_001896135.2_ASM189613v2_genomic
Streptomyces_phaeopurpureus	GCF_001513985.1_ASM151398v1_genomic
Streptomyces_pharetrae	GCF_002128465.1_ASM212846v1_genomic
Streptomyces_pini	GCF_900114215.1_IMG-taxon_2654587880_annotated_assembly_genomic
Streptomyces_platensis	GCF_002119195.1_ASM211919v1_genomic
Streptomyces_pluripotens	GCF_000802245.2_ASM80224v2_genomic
Streptomyces_prasinopilosus	GCF_900101585.1_IMG-taxon_2663762722_annotated_assembly_genomic
Streptomyces_prasinus	GCF_001418165.1_ASM141816v1_genomic
Streptomyces_pratensis	GCF_000176115.2_ASM17611v2_genomic
Streptomyces_pristinaespiralis	GCF_001278075.1_ASM127807v1_genomic
Streptomyces_prunicolor	GCF_000367365.1_ASM36736v1_genomic
Streptomyces_pseudogriseolus	GCF_002154585.1_ASM215458v1_genomic
Streptomyces_pseudovenezuelae	GCF_001513955.1_ASM151395v1_genomic
Streptomyces_puniceus	GCF_000719195.1_ASM71919v1_genomic
Streptomyces_puniciscabiei	GCF_001735805.1_ASM173580v1_genomic
Streptomyces_purpeochromogenes	GCF_000718615.1_ASM71861v1_genomic
Streptomyces_purpureus	GCF_000384175.1_ASM38417v1_genomic
Streptomyces_purpurogeneiscleroticus	GCF_001280155.1_ASM128015v1_genomic
Streptomyces_pyridomyceticus	GCF_000717725.1_ASM71772v1_genomic
Streptomyces_qinglanensis	GCF_001751375.1_ASM175137v1_genomic
Streptomyces_radiopugnans	GCF_900110735.1_IMG-taxon_2663762755_annotated_assembly_genomic
Streptomyces_rangoonensis	GCF_001661615.1_ASM166161v1_genomic
Streptomyces_rapamycinicus	GCF_000418455.1_ASM41845v1_genomic
Streptomyces_recifensis	GCF_002154615.1_ASM215461v1_genomic
Streptomyces_regalis	GCF_001509475.1_ASM150947v1_genomic
Streptomyces_resistomycificus	GCF_001514265.1_ASM151426v1_genomic
Streptomyces_reticuli	GCF_001511815.1_TUE45_genomic
Streptomyces_reticuliscabiei	GCF_002154675.1_ASM215467v1_genomic
Streptomyces_rhizosphaericus	GCF_002155885.1_ASM215588v1_genomic
Streptomyces_rimosus	GCF_000707945.1_mv9-51_genomic
Streptomyces_rochei	GCF_002155895.1_ASM215589v1_genomic
Streptomyces_roseochromogenus	GCF_000497445.1_S.roseochromogenes_v1_genomic
Streptomyces_roseosporus	GCF_000156455.1_ASM15645v1_genomic
Streptomyces_roseoverticillatus	GCF_000719265.1_ASM71926v1_genomic
Streptomyces_roseus	GCF_001044425.1_ASM104442v1_genomic
Streptomyces_rubellomurinus	GCF_000961885.1_ASM96188v1_genomic
Streptomyces_ruber	GCF_000725575.1_Doro.v1.0_genomic
Streptomyces_rubidus	GCF_900110255.1_IMG-taxon_2671180039_annotated_assembly_genomic
Streptomyces_rubrolavendulae	GCF_001750785.1_ASM175078v1_genomic
Streptomyces_sampsonii	GCF_001704195.1_ASM170419v1_genomic
Streptomyces_scabiei	GCF_000091305.1_ASM9130v1_genomic
Streptomyces_scabrisporus	GCF_002024165.1_SSNF3.0_genomic
Streptomyces_sclerotialus	GCF_000719105.1_ASM71910v1_genomic
Streptomyces_scopuliridis	GCF_000718095.1_ASM71809v1_genomic
Streptomyces_seoulensis	GCF_000725795.1_Doro.v1.0_genomic
Streptomyces_silaceus	GCF_001975025.1_ASM197502v1_genomic
Streptomyces_silvensis	GCF_001482415.1_ASM148241v1_genomic
Streptomyces_somaliensis	GCF_000258595.1_Ssomaliensis1_genomic
Streptomyces_sparsogenes	GCF_001704635.1_ASM170463v1_genomic
Streptomyces_specialis	GCF_001493375.1_Streptomyces_specialis_genomic
Streptomyces_speibonae	GCA_000715605.1_ASM71560v1_genomic
Streptomyces_sporocinereus	GCF_001705785.1_ASM170578v1_genomic
Streptomyces_stelliscabiei	GCF_001189035.1_ASM118903v1_genomic
Streptomyces_subrutilus	GCF_001746425.1_ASM174642v1_genomic
Streptomyces_sulphureus	GCF_000381025.1_ASM38102v1_genomic
Streptomyces_sviceus	GCF_000154965.1_ASM15496v1_genomic
Streptomyces_swartbergensis	GCF_002148965.1_ASM214896v1_genomic
Streptomyces_thermoautotrophicus	GCF_001543925.1_ASM154392v1_genomic
Streptomyces_thermolilacinus	GCF_000478605.2_ASM47860v2_genomic
Streptomyces_thermovulgaris	GCF_002155915.1_ASM215591v1_genomic
Streptomyces_torulosus	GCF_001419765.1_ASM141976v1_genomic
Streptomyces_toyocaensis	GCF_000725125.1_ASM72512v1_genomic
Streptomyces_tricolor	GCF_002155905.1_ASM215590v1_genomic
Streptomyces_tsukubensis	GCF_002007125.1_ASM200712v1_genomic
Streptomyces_turgidiscabies	GCF_001485145.1_ASM148514v1_genomic
Streptomyces_uncialis	GCF_001905345.1_ASM190534v1_genomic
Streptomyces_variegatus	GCF_000955965.1_ASM95596v1_genomic
Streptomyces_varsoviensis	GCF_000718635.1_ASM71863v1_genomic
Streptomyces_venezuelae	GCF_001443625.1_ASM144362v1_genomic
Streptomyces_vietnamensis	GCF_000830005.1_ASM83000v1_genomic
Streptomyces_vinaceus	GCF_000717215.1_ASM71721v1_genomic
Streptomyces_violaceoruber	GCF_002082175.1_ASM208217v1_genomic
Streptomyces_violaceorubidus	GCF_000717995.1_ASM71799v1_genomic
Streptomyces_violaceus	GCA_000715635.1_ASM71563v1_genomic
Streptomyces_violaceusniger	GCF_000147815.2_ASM14781v3_genomic
Streptomyces_violens	GCF_000717745.1_ASM71774v1_genomic
Streptomyces_virginiae	GCF_000720455.1_ASM72045v1_genomic
Streptomyces_viridifaciens	GCF_001888885.1_ASM188888v1_genomic
Streptomyces_viridochromogenes	GCF_000158955.1_ASM15895v1_genomic
Streptomyces_viridosporus	GCF_000316095.1_ASM31609v1_genomic
Streptomyces_vitaminophilus	GCF_001445835.1_ASM144583v1_genomic
Streptomyces_wadayamensis	GCF_000698945.1_LGO_A23_AS7_genomic
Streptomyces_wedmorensis	GCF_000716445.1_ASM71644v1_genomic
Streptomyces_wuyuanensis	GCF_900103455.1_IMG-taxon_2675903062_annotated_assembly_genomic
Streptomyces_xanthophaeus	GCF_000725725.1_Doro.v1.0_genomic
Streptomyces_xiamenensis	GCF_000993785.2_ASM99378v2_genomic
Streptomyces_xiaopingdaonensis	GCF_000262345.1_Streptomyces_sulphureus_L180_version_1.0_genomic
Streptomyces_xinghaiensis	GCF_000220705.2_ASM22070v2_genomic
Streptomyces_xylophagus	GCF_000716435.1_ASM71643v1_genomic
Streptomyces_yangpuensis	GCF_001005295.1_ASM100529v1_genomic
Streptomyces_yeochonensis	GCF_000745345.1_ASM74534v1_genomic
Streptomyces_yerevanensis	GCF_000716805.1_ASM71680v1_genomic
Streptomyces_yokosukanensis	GCF_001514035.1_ASM151403v1_genomic
Streptomyces_yunnanensis	GCF_900142595.1_IMG-taxon_2667527450_annotated_assembly_genomic
Streptomyces_zinciresistens	GCF_000225525.1_ASM22552v1_genomic
Sulfolobus_acidocaldarius	GCF_000012285.1_ASM1228v1_genomic
Sulfolobus_islandicus	GCF_000022385.1_ASM2238v1_genomic
Sulfolobus_metallicus	GCF_001316045.1_ASM131604v1_genomic
Sulfolobus_solfataricus	GCF_900079115.1_SSOP1_genomic
Sulfolobus_tokodaii	GCF_000011205.1_ASM1120v1_genomic
Treponema_azotonutricium	GCF_000214355.1_ASM21435v1_genomic
Treponema_berlinense	GCF_900167025.1_IMG-taxon_2582581319_annotated_assembly_genomic
Treponema_brennaborense	GCF_000212415.1_ASM21241v1_genomic
Treponema_bryantii	GCF_900113965.1_IMG-taxon_2606217736_annotated_assembly_genomic
Treponema_caldarium	GCF_000219725.1_ASM21972v1_genomic
Treponema_denticola	GCF_000008185.1_ASM818v1_genomic
Treponema_endosymbiont	GCA_001028605.1_ASM102860v1_genomic
Treponema_lecithinolyticum	GCF_000468055.1_ASM46805v1_genomic
Treponema_maltophilum	GCF_000413055.1_Trep_malt_ATCC_51939_V1_genomic
Treponema_medium	GCF_000413035.1_Trep_medi_ATCC_700293_V1_genomic
Treponema_pallidum	GCF_000604125.1_ASM60412v1_genomic
Treponema_paraluiscuniculi	GCF_000217655.1_ASM21765v1_genomic
Treponema_pedis	GCF_000447675.1_ASM44767v1_genomic
Treponema_phagedenis	GCF_000513775.1_ASM51377v1_genomic
Treponema_porcinum	GCF_900167145.1_IMG-taxon_2582581326_annotated_assembly_genomic
Treponema_primitia	GCF_000214375.1_ASM21437v1_genomic
Treponema_putidum	GCF_000755145.1_ASM75514v1_genomic
Treponema_saccharophilum	GCF_000255555.1_ASM25555v2_genomic
Treponema_socranskii	GCF_000413015.1_Trep_socr_subsp_paredis_ATCC_35535_V1_genomic
Treponema_succinifaciens	GCF_000195275.1_ASM19527v1_genomic
Treponema_vincentii	GCF_000412995.1_Trep_vinc_F0403_V1_genomic
Variovorax_boronicumulans	GCF_002291405.1_ASM229140v1_genomic
Variovorax_soli	GCF_001591385.1_ASM159138v1_genomic
